name;abr 
South Levantine Arabic;sem-arb
South Marquesan;poz-pep
South Muyu;ngf
South Picene;itc-sbl
South Slavey;den
South Tairora;paa-kag
South Ucayali Ashéninka;awd
Southeast Ambrym;poz-vnc
Southeast Ijo;ijo
Southeast Pashayi;inc-pas
Southeastern Dinka;sdv-dnu
Southeastern Ixtlán Zapotec;omq-zap
Southeastern Kolami;dra-knk
Southeastern Nochixtlán Mixtec;omq-mxt
Southeastern Pomo;nai-pom
Southeastern Puebla Nahuatl;azc-nah
Southeastern Tarahumara;azc-trc
Southeastern Tepehuan;azc-pim
Southern Alta;phi
Southern Altai;trk-kkp
Southern Amami Ōshima;jpx-nry
Southern Bai;sit-bai
Southern Birifor;nic-mre
Southern Bobo;dmn-snb
Southern Bontoc;phi
Southern Carrier;ath-nor
Southern Catanduanes Bicolano;phi
Southern Dagaare;nic-mre
Southern East Cree;alg
Southern Ghale;sit-tam
Southern Grebo;kro-grb
Southern Haida;qfa-iso
Southern Hindko;inc-pan
Southern Kam;qfa-kms
Southern Kurdish;ku-Arab
Southern Luri;ira-swi
Southern Mashan Hmong;hmn
Southern Ndebele;nr
Southern Ngbandi;nic-ngd
Southern Nuni;nic-gnn
Southern Ohlone;nai-you
Southern One;qfa-tor
Southern Pame;omq
Southern Pinghua;zhx-pin
Southern Pomo;nai-pom
Southern Puebla Mixtec;omq-mxt
Southern Puget Sound Salish;sal
Southern Qiang;sit-qia
Southern Rincon Zapotec;omq-zpc
Southern Sama;poz-sbj
Southern Sami;smi
Southern Samo;dmn-sam
Southern Sierra Miwok;nai-utn
Southern Thai;tai-swe
Southern Tiwa;nai-kta
Southern Tujia;sit-tja
Southern Tutchone;ath-nor
Southern Yukaghir;qfa-yuk
Southwest Gbaya;gba-sou
Southwest Palawano;phi
Southwest Pashayi;inc-pas
Southwest Tanna;poz-vns
Southwestern Bontoc;phi
Southwestern Dinka;sdv-dnu
Southwestern Tarahumara;azc-trc
Southwestern Tepehuan;azc-pim
Southwestern Tlaxiaco Mixtec;omq-mxt
Sowa;poz-vnn
Soyaltepec Mixtec;omq-mxt
Spanish;es
Squamish;sal
Sranan Tongo;crp
Sri Lankan Creole Malay;crp
Ỹaroamë;sai-ynm
Stoney;sio-dkt
Suabo;ngf-sbh
Suba-Simbiti;bnt-lok
Suba;bnt-lok
Subiya;bnt-bot
Subtiaba;omq
Sudanese Arabic;sem-arb
Sudovian;bat-wes
Suena;ngf
Suga;nic-mmb
Suganga;ngf-okk
Sugut Dusun;poz-san
Sui;qfa-kms
Suki;ngf
Suku;bnt-yak
Sukuma;bnt-tkm
Sukur;cdc-cbm
Sula;poz-cma
Sumariup;paa-spk
Sumau;ngf-mad
Sumbawa;poz-bss
Sumbwa;bnt-glb
Sumerian;qfa-iso
Sundanese;su
Sungwadaga;poz-vnn
Sungwadia;poz-vnn
Sunum;poz-ocw
Sunwar;sit-kiw
Supyire;alv-sma
Surigaonon;phi
Surjapuri;inc-krd
Sursurunga;poz-ocw
Suruí Do Pará;tup-gua
Suruí;tup
Surubu;nic-kau
Susu;dmn-sya
Susuami;ngf
Suundi;bnt-kng
Suyá;sai-nje
Svan;ccs
Swabian;gmw-hgm
Swahili;sw
Swampy Cree;alg
Swazi;ss
Swedish;sv
Swo;bnt-mka
Sylheti;inc-bas
Tîrî;poz-cln
Tübatulabal;azc
Tày;tai-tay
Tây Bồi;crp
Taíno;awd-taa
Taabwa;bnt-sbi
Tabaa Zapotec;omq-zap
Tabaru;paa-nha
Tabasaran;cau-esm
Tabasco Chontal;myn
Tabasco Nahuatl;azc-nah
Tabasco Zoque;nai-miz
Tabriak;paa-lsp
Tacahua Mixtec;omq-mxt
Tacana;sai-tac
Tachawit;ber
Tadaksahak;son
Tadyawan;phi
Tae';poz-ssw
Tagabawa;mno
Tagakaulu Kalagan;phi
Tagal Murut;poz-san
Tagalog;tl
Tagbanwa;phi
Tagish;ath-nor
Tagoi;nic-ras
Tahitian;ty
Tahltan;ath-nor
Tai Dón;tai-swe
Tai Daeng;tai-swe
Tai Dam;tai-swe
Tai Do;tai-nor
Tai Laing;tai-swe
Tai Nüa;tai-swe
Tai Ya;qfa-tak
Tai;ngf-mad
Taikat;paa-brd
Tainae;ngf
Taita;bnt-cht
Taivoan;map
Tajik;tg
Tajiki Arabic;sem-arb
Tajio;poz
Takia;poz-oce
Takuu;poz-pnp
Takwane;bnt-mak
Tal;cdc-wst
Tala;cdc-wst
Taliabu;poz-cma
Talossan;art
Talysh;xme-ttc
Tama (Colombia);sai-tuc
Tamambo;poz-vnn
Taman (Indonesia);poz
Taman (Myanmar);sit-jnp
Tamanaku;sai-ven
Tamazola Mixtec;omq-mxt
Tambora;paa
Tambotalo;poz-vnn
Tambunan Dusun;poz-san
Tamil;ta
Tamki;cdc-est
Tampuan;mkh-ban
Tanacross;ath-nor
Tanchangya;inc-bas
Tandaganon;phi
Tandia;poz-hce
Tanema;poz-tem
Tangale;cdc-wst
Tanggu;paa
Tangkhul Naga;sit-tng
Tangoa;poz-vnn
Tangsa;sit-tno
Tanguat;paa
Tangut;ero
Tanimbili;poz-tem
Tanimuca-Retuarã;sai-tuc
Tanudan Kalinga;phi
Taos;nai-kta
Tapei;paa-arf
Tapirapé;tup-gua
Tara Baka;csu-bbk
Tarao;tbq-kuk
Taraon;sit-gsi
Tariana;awd-nwk
Tarifit;ber
Tarjumo;ssa-sah
Tarok;nic-tar
Taroko;map-ata
Tarpia;poz-ocw
Tashelhit;ber
Tasmate;poz-vnn
Tat;ira-swi
Tataltepec Chatino;omq-cha
Tatar;tt
Tatuyo;sai-tuc
Taungyo;tbq-brm
Tause;paa-lkp
Tausug;phi
Tauya;ngf-mad
Taveta;bnt-par
Tavoyan;tbq-brm
Tavringer Romani;qfa-mix
Tawala;poz-ocw
Tawandê;sai-nmk
Tawang Monpa;sit-ebo
Taworta;paa-lkp
Tayabas Ayta;phi
Tayo;crp
Tboli;phi
Tchumbuli;alv-ctn
Te'un;poz-cet
Teanu;poz-tem
Tebul Ure Dogon;qfa-dgn
Tecpatlán Totonac;nai-ttn
Tedim Chin;tbq-kuk
Tee;nic-ogo
Tefaro;paa-egb
Tegali;nic-ras
Tehuelche;sai-cho
Teiwa;ngf
Tejalapan Zapotec;omq-zap
Teke-Tyee;bnt-nze
Telugu;te
Tem;nic-gne
Temascaltepec Nahuatl;azc-nah
Tembé;tup-gua
Temi;bnt-kka
Temiar;mkh-asl
Temoaya Otomi;oto-otm
Ten'edn;mkh-asl
Tenango Otomi;oto-otm
Tene Kan Dogon;nic-pld
Tengger;poz
Tenharim;tup-gua
Tenino;nai-shp
Tenis;poz-stm
Teop;poz-ocw
Tepecano;azc-pim
Tepetotutla Chinantec;omq-chi
Tepeuxila Cuicatec;omq-cui
Tepinapa Chinantec;omq-chi
Ter Sami;smi
Terei;paa-sbo
Tereno;awd
Teribe;cba
Termanu;poz-tim
Ternate;paa-nha
Tetelcingo Nahuatl;azc-nah
Tetete;sai-tuc
Tetserret;ber
Tetum;poz-tim
Tetun Dili;poz-tim
Teutila Cuicatec;omq-cui
Tewa;nai-kta
Texcatepec Otomi;oto-otm
Texistepec Popoluca;nai-miz
Texmelucan Zapotec;omq-zpc
Tezoatlán Mixtec;omq-mxt
Thai Sign Language;sgn
Thai Song;tai-swe
Thai;th
Thao;map
Tharrgari;aus-psw
Thavung;mkh-vie
Tho;mkh-vie
Thompson;sal
Thracian;ine
Tiéyaxo Bozo;dmn-snb
Tiagbamrin Aizi;kro-aiz
Tiale;poz-vnn
Tiang;poz-ocw
Tibea;bnt-baf
Tibetan;bo
Ticuna;sai-tyu
Tidaá Mixtec;omq-mxt
Tidore;paa-nha
Tiemacèwè Bozo;dmn-snb
Tigak;poz-ocw
Tigon Mbembe;nic-jkn
Tigre;sem-eth
Tigrinya;ti
Tijaltepec Mixtec;omq-mxt
Tikar;nic-bdn
Tikopia;poz-pnp
Tilapa Otomi;oto-otm
Tillamook;sal
Tilquiapan Zapotec;omq-zpc
Timor Pidgin;crp
Timugon Murut;poz-san
Tindi;cau-and
Tingui-Boto;sai-mje
Tirax;poz-vnc
Tiruray;phi
Tiv;nic-tvc
Tiwa;tbq-bdg
Tiwi;qfa-iso
Tjurruru;aus-nga
Tlacoatzintepec Chinantec;omq-chi
Tlacolulita Zapotec;omq-zpc
Tlahuica;omq
Tlamacazapa Nahuatl;azc-nah
Tlazoyaltepec Mixtec;omq-mxt
Tlingit;xnd
To'abaita;poz-sls
Toba-Maskoy;sai-mas
Toba Batak;btk
Toba;sai-guc
Tobagonian Creole English;crp
Tobati;poz-ocw
Tobelo;paa-nha
Tobilung;poz-san
Tocantins Asurini;tup-gua
Tocharian A;ine-toc
Tocharian B;ine-toc
Tocho;alv-tal
Toda;dra-tkt
Tofa;trk-ssb
Tojolabal;myn
Tok Pisin;crp
Toka-Leya;bnt-bot
Tokano;ngf
Tokelauan;poz-pnp
Toki Pona;art
Tokunoshima;jpx-nry
Tol;nai-jcq
Tolai;poz-ocw
Tolaki;poz-btk
Tolomako;poz-vnn
Tolowa;ath-pco
Toma;dmn-msw
Tomadino;poz-btk
Tombonuo;poz-san
Tombulu;phi
Tomini;poz
Tommo So;nic-dge
Tomo Kan Dogon;nic-pld
Tondano;phi
Tonga (Malawi);bnt-nys
Tonga (Zambia);bnt-bot
Tongan;to
Tonkawa;qfa-iso
Tonsawang;phi
Tonsea;phi
Tontemboan;phi
Tooro;bnt-nyg
Toraja-Sa'dan;poz-ssw
Toro So Dogon;nic-dge
Toro Tegu Dogon;nic-pld
Toromono;sai-tac
Torres Strait Creole;crp
Torricelli Yau;qfa-tor
Torricelli;qfa-tor
Torwali;inc-koh
Totela;bnt-bot
Toto;sit-dhi
Totoli;poz-tot
Totomachapan Zapotec;omq-zap
Totontepec Mixe;nai-miz
Totoro;sai-bar
Toura;dmn-mda
Translingual;qfa-not
Traveller Danish;qfa-mix
Traveller Norwegian;qfa-mix
Traveller Scottish;qfa-mix
Trió;sai-tar
Trinidadian Creole English;crp
Tsafiki;sai-bar
Tsakhur;cau-wsm
Tsakonian;grk
Tsetsaut;ath-nor
Tsez;cau-wts
Tshangla;sit-tsk
Tsimané;qfa-iso
Tsimshian;nai-tsi
Tsonga;ts
Tsotsitaal;crp
Tsou;map
Tsucuba;nic-knj
Tsuut'ina;ath-nor
Tswana;tn
Tuamotuan;poz-pep
Tuareg;ber
Tubar;azc-trc
Tucano;sai-tuc
Tukang Besi South;poz-mun
Tuki;nic-mba
Tukudede;poz-tim
Tukumanféd;tup-gua
Tulishi;qfa-kad
Tulu-Bohuai;poz-aay
Tulu;dra-tlk
Tuma-Irumu;ngf-fin
Tumbuka;bnt-nys
Tumshuqese;xsc-sak
Tumulung Sisaala;nic-sis
Tundra Enets;syd
Tundra Nenets;syd
Tungag;poz-ocw
Tunggare;paa-egb
Tunica;qfa-iso
Tunisian Arabic;sem-arb
Tunjung;poz
Tunzu;nic-jer
Tuotomb;nic-mbw
Tuparí;tup
Tupinambá;tup-gua
Tupuri;alv-mbm
Turiwára;tup-gua
Turka;nic-gur
Turkana;sdv-ttu
Turkish;tr
Turkmen;tk
Turks and Caicos Creole English;crp
Turoyo;sem-cna
Turung;tai-swe
Tuscarora;iro-nor
Tutelo;sio-ohv
Tutong;poz-swa
Tutuba;poz-vnn
Tututepec Mixtec;omq-mxt
Tututni;ath-pco
Tuvaluan;poz-pnp
Tuvan;trk-ssb
Tuwali Ifugao;phi
Tuwuli;alv-ktg
Tuxináwa;sai-pan
Tuyuca;sai-tuc
Twana;sal
Twi;tw
Tyap;nic-plc
Tz'utujil;myn
Tzeltal;myn
Tzotzil;myn
Uab Meto;poz-tim
Ubaghara;nic-ucn
Ubang;nic-ben
Ubir;poz-ocw
Ubykh;cau-nwc
Ucayali-Yurúa Ashéninka;awd
Udi;cau-esm
Udihe;tuw-udg
Udmurt;urj-prm
Ufim;ngf-fin
Ugaritic;sem-nwe
Uhami;alv-nwd
Ujir;poz-cet
Ukpe-Bayobiri;nic-ben
Ukpet-Ehom;nic-ucr
Ukrainian;uk
Ukue;alv-nwd
Ukwuani-Aboh-Ndoni;alv
Ulau-Suain;poz-ocw
Ulch;tuw-nan
Uldeme;cdc-cbm
Uma;poz-kal
Umanakaina;ngf
Umatilla;nai-shp
Umbrian;itc-sbl
Umbu-Ungu;ngf
Umbundu;bnt
Ume Sami;smi
Umiida;aus-wor
Umiray Dumaget Agta;phi
Umon;nic-ucn
Umpila;aus-pmn
Unami;del
Unde Kaili;poz-kal
Undetermined;qfa-not
Uneapa;poz-ocw
Uneme;alv-yek
Unggaranggu;aus-wor
Unggumi;aus-wor
Unserdeutsch;crp
Unua;poz-vnc
Uokha;alv-edo
Upper Chehalis;sal
Upper Grand Valley Dani;ngf
Upper Kinabatangan;poz-san
Upper Kuskokwim;ath-nor
Upper Necaxa Totonac;nai-ttn
Upper Sorbian;wen
Upper Tanana;ath-nor
Upper Taromi;xme-ttc
Upper Umpqua;ath-pco
Ura (Papua New Guinea);paa-bng
Ura (Vanuatu);poz-vns
Uradhi;aus-pam
Urak Lawoi';poz-mly
Urali;dra-kod
Urartian;qfa-hur
Urat;qfa-tor
Urdu;ur
Urhobo;alv-swd
Uri;ngf-fin
Urigina;ngf
Urim;qfa-tor
Urimo;qfa-tor
Uru-Eu-Wau-Wau;tup-gua
Uru-Pa-In;tup-gua
Uruangnirin;poz-cet
Uruava;poz-ocw
Urubú-Kaapor;tup-gua
Urum;trk-kcu
Urumi;tup
Usaghade;nic-lcr
Usan;ngf
Usarufa;paa-kag
Ushojo;inc-shn
Usila Chinantec;omq-chi
Uspanteco;myn
Utarmbung;ngf
Ute;azc-num
Uvbie;alv-swd
Uyajitaya;ngf-mad
Uyghur;ug
Uzbek;uz
Uzbeki Arabic;sem-arb
Uzekwe;nic-ucn
Võro;urj-fin
Vaagri Booli;inc
Vaghri;inc-bhi
Vaghua;poz-ocw
Vai;dmn-vak
Valle Nacional Chinantec;omq-chi
Valley Maidu;nai-mdu
Valpei;poz-vnn
Vamale;poz-cln
Vandalic;gme
Vangunu;poz-ocw
Vao;poz-vnc
Varhadi;inc-sou
Varli;inc-sou
Veddah;crp
Venda;ve
Venetan;roa-iwr
Venetic;ine
Ventureño;nai-chu
Veps;urj-fin
Vera'a;poz-vnn
Vestinian;itc
Vietnamese;vi
Vilamovian;gmw-hgm
Vili;bnt-kng
Villa Viciosa Agta;phi
Vincentian Creole English;crp
Virgin Islands Creole;crp
Viya;bnt-tso
Vlax Romani;inc-rom
Volapük;vo
Volscian;itc-sbl
Votic;urj-fin
Vunapu;poz-vnn
Vunjo;bnt-chg
Vurës;poz-vnn
Vute;nic-mmb
Wè Southern;kro-wee
Wãpha;nic-jkn
Wa'ema;poz-ocw
Waama;nic-eov
Waamwang;poz-cln
Wab;poz-ocw
Wabo;poz-hce
Waffa;paa-kag
Wageman;aus-gun
Wagi;ngf-mad
Waigali;nur-sou
Wailaki;ath-pco
Wailapa;poz-vnn
Waima'a;poz-tim
Waimaha;sai-tuc
Waimiri-Atroari;sai-car
Waiwai;sai-prk
Wajarri;aus-psw
Wakhi;xsc-skw
Wali (Ghana);nic-mre
Waling;sit-kic
Walla Walla;nai-shp
Wallisian;poz-pnp
Walloon;wa
Walmajarri;aus-pam
Wam;qfa-tor
Wambaya;aus-mir
Wambon;ngf
Wambule;sit-kiw
Wamey;alv-ten
Wampar;poz-ocw
Wampur;poz-ocw
Wané;kro-ekr
Wanambre;ngf
Wanap;qfa-tor
Wancho;sit-kch
Wandala;cdc-cbm
Wandamen;poz-hce
Wandarang;aus-arn
Waneci;ira-pat
Wanggamala;aus-kar
Wangganguru;aus-kar
Wanggom;ngf
Wangkumara;aus-pam
Wanji;bnt-bki
Wano;ngf
Wantoat;ngf-fin
Wanukaka;poz
Wanyi;aus-gar
Wapishana;awd
Wappo;nai-ykn
War-Jaintia;aav-khs
Warao;qfa-iso
Warapu;paa-msk
Waray-Waray;phi
Waray Sorsogon;phi
Warekena;awd-nwk
Wari';sai-cpc
Waritai;paa-lkp
Wariyangga;aus-psw
Warji;cdc-wst
Warkay-Bipim;ngf
Warlpiri;aus-pam
Warluwara;aus-pam
Waropen;poz-hce
Warrgamay;aus-pam
Warumungu;aus-pam
Warungu;aus-pam
Warwar Feni;poz-oce
Wasa;alv-ctn
Wasco-Wishram;nai-ckn
Wasembo;ngf-mad
Washo;qfa-iso
Waskia;ngf-mad
Wastek;myn
Watam;paa
Wathaurong;aus-pam
Watiwa;ngf-mad
Watubela;poz-cma
Wauja;awd
Wawa;nic-mmb
Wawonii;poz-btk
Waxiang;zhx
Wayampi;tup-gua
Wayana;sai-gui
Wayanad Chetti;dra-mal
Wayuu;awd-taa
Wedau;poz-ocw
Weliki;ngf-fin
Welsh Romani;inc-rom
Welsh;cy
Wemba-Wemba;aus-pam
Wendat;iro-nor
West Albay Bikol;phi
West Ambae;poz-vnn
West Central Banda;bad
West Coast Bajau;poz-sbj
West Damar;poz-tim
West Flemish;gmw-frk
West Frisian;fy
West Makian;paa-nha
West Tarangan;poz
West Uvean;poz-pnp
Western Apache;apa
Western Arrernte;aus-pam
Western Bolivian Guaraní;tup-gua
Western Bru;mkh-kat
Western Bukidnon Manobo;mno
Western Cham;cmc
Western Dani;ngf
Western Durango Nahuatl;azc-dur
Western Fijian;poz-pcc
Western Gurung;sit-tam
Western Highland Chatino;omq-cha
Western Huasteca Nahuatl;azc-hua
Western Juxtlahuaca Mixtec;omq-mxt
Western Katu;mkh-kat
Western Kayah;kar
Western Keres;nai-ker
Western Lawa;mkh-pal
Western Magar;sit-gma
Western Mari;chm
Western Neo-Aramaic;sem-arw
Western Ojibwa;alg
Western Parbate Kham;sit-kha
Western Penan;poz-swa
Western Pwo;kar
Western Sisaala;nic-sis
Western Subanon;phi
Western Tamang;sit-tam
Western Totonac;nai-ttn
Western Xiangxi Miao;hmn
Western Xwla Gbe;alv-pph
Western Yugur;trk-ssb
Weyewa;poz-cet
White Hmong;hmn
Whitesands;poz-vns
Wiarumus;qfa-tor
Wichí Lhamtés Güisnay;sai-wic
Wichí Lhamtés Nocten;sai-wic
Wichí Lhamtés Vejoz;sai-wic
Wichita;cdd
Wik-Mungkan;aus-pmn
Winnebago;sio-msv
Wintu;nai-wtq
Wipi;paa
Wiradjuri;aus-cww
Wiraféd;tup-gua
Wirangu;aus-pam
Wiwa;cba
Wiyot;aql
Woccon;nai-cat
Wogamusin;paa-spk
Wogeo;poz-ocw
Woi;poz-hce
Woiwurrung;aus-pam
Wolane;sem-eth
Wolani;ngf
Wolaytta;omv-nom
Woleaian;poz-mic
Wolio;poz-wot
Wolof;wo
Womo;paa-msk
Wongo;bnt-bsh
Woods Cree;alg
Woria;paa-egb
Worimi;aus-pam
Woun Meu;sai-chc
Written Oirat;xgn-cen
Wu;zhx
Wudu;alv-gbe
Wumboko;bnt-kpw
Wumbvu;bnt-kel
Wushi;nic-rnn
Wusi;poz-vnn
Wutung;paa-msk
Wutunhua;qfa-mix
Wuvulu-Aua;poz-aay
Wyandot;iro-nor
Xârâcùù;poz-cln
Xârâgurè;poz-cln
Xadani Zapotec;omq-zap
Xakriabá;sai-cje
Xamtanga;cus-cen
Xanaguía Zapotec;omq-zpc
Xavante;sai-cje
Xerénte;sai-cje
Xetá;tup-gua
Xhosa;xh
Xiang;zhx
Xibe;tuw-jrc
Xicotepec de Juárez Totonac;nai-ttn
Xinca;nai-xin
Xingú Asuriní;tup-gua
Xiriâna;awd
Yámana;qfa-iso
Yaa;bnt-nze
Yabaâna;awd
Yabarana;sai-map
Yabula Yabula;aus-pam
Yace;alv-ido
Yaeyama;jpx-sry
Yagara;aus-pam
Yagaria;paa-kag
Yagnobi;ira-sgc
Yagomi;ngf-fin
Yagwoia;ngf
Yaka;bnt-yak
Yakan;poz-sbj
Yakima;nai-shp
Yakkha;sit-kie
Yakut;trk-nsb
Yalálag Zapotec;omq-zpc
Yala;alv-ido
Yalahatan;poz-cma
Yalakalore;sai-nmk
Yalarnnga;aus-pam
Yale;paa
Yamap;poz-ocw
Yamba;nic-nka
Yambes;qfa-tor
Yambeta;nic-mbw
Yamdena;poz-cet
Yami;phi
Yaminahua;sai-pan
Yamongeri;bnt-mon
Yamphu;sit-kie
Yan-nhangu;aus-yol
Yanda Dogon;qfa-dgn
Yandruwandha;aus-kar
Yanesha';awd
Yangben;nic-ymb
Yangkam;nic-tar
Yango;nic-nkk
Yangum Dey;qfa-tor
Yangum Gel;qfa-tor
Yangum Mon;qfa-tor
Yankunytjatjara;aus-pam
Yanomam;sai-ynm
Yanomamö;sai-ynm
Yanyuwa;aus-pam
Yao;bnt-rvm
Yaosakor Asmat;ngf
Yapese;poz-oce
Yapunda;qfa-tor
Yaqay;ngf
Yaqui;azc-trc
Yareni Zapotec;omq-zap
Yarli;aus-pam
Yasa;bnt-yko
Yatee Zapotec;omq-zpc
Yatzachi Zapotec;omq-zpc
Yaul;paa
Yaur;poz-hce
Yautepec Zapotec;omq-zap
Yavitero;awd
Yawa;paa
Yawalapití;awd
Yawanawa;sai-pan
Yawarawarga;aus-kar
Yawijibaya;aus-wor
Yawuru;aus-nyu
Yazghulami;ira-shy
Ye'kwana;sai-car
Yekhee;alv-yek
Yemaek;qfa-kor
Yemba;bai
Yemeni Arabic;sem-arb
Yendang;alv-mye
Yenish;gmw-hgm
Yeretuar;poz-hce
Yeskwa;nic-plc
Yessan-Mayo;paa-spk
Yevanic;grk
Yiddish;yi
Yidgha;ira-mny
Yidiny;aus-yid
Yil;qfa-tor
Yilan Creole;crp
Yimchungru Naga;sit-aao
Yindjibarndi;aus-nga
Yindjilandji;aus-pam
Yine;awd
Yinggarda;aus-psw
Yinhawangka;aus-nga
Yinwum;aus-pam
Yir-Yoront;aus-pmn
Yis;qfa-tor
Yoba;poz-ocw
Yocoboué Dida;kro-did
Yogad;phi
Yola;gmw-ian
Yolmo;sit-kyk
Yoloxochitl Mixtec;omq-mxt
Yombe;bnt-kng
Yonaguni;jpx-sry
Yong;tai-swe
Yopno;ngf-fin
Yora;sai-pan
Yoron;jpx-nry
Yorta Yorta;aus-pam
Yoruba;yo
Yosondúa Mixtec;omq-mxt
Younuo Bunu;hmn
Yout Wam;ngf-fin
Yuanga;poz-cln
Yucatec Maya Sign Language;sgn
Yucatec Maya;myn
Yucuañe Mixtec;omq-mxt
Yucuna;awd-nwk
Yug;qfa-yno
Yuhup;sai-nad
Yuki;nai-ykn
Yukpa;sai-yuk
Yuma;nai-yuc
Yup'ik;ypk
Yuqui;tup-gua
Yuracare;qfa-iso
Yurok;aql
Yurutí;sai-tuc
Yutanduchi Mixtec;omq-mxt
Yuyu;aus-pam
Záparo;sai-zap
Zaachila Zapotec;omq-zap
Zabana;poz-ocw
Zacatepec Chatino;omq-cha
Zacatlán-Ahuacatlán-Tepetzintla Nahuatl;azc-nah
Zaghawa;ssa-sah
Zaiwa;tbq-brm
Zakhring;sit-mdz
Zan Gula;alv-bua
Zanaki;bnt-lok
Zande;znd
Zangskari;sit-lab
Zangwal;cdc-wst
Zaniza Zapotec;omq-zpc
Zapotec;omq-zap
Zaramo;bnt-ruv
Zari;cdc-wst
Zarma;son
Zauzou;tbq-nus
Zay;sem-eth
Zayse-Zergulla;omv-eom
Zazaki;ira-zgr
Zazao;poz-ocw
Zealandic;gmw-frk
Zeem;cdc-wst
Zemba;bnt-swb
Zenag;poz-ocw
Zenaga;ber
Zenzontepec Chatino;omq-cha
Zhang-Zhung;sit-alm
Zhire;nic-plc
Zhoa;nic-rnw
Zhuang;za
Zia;ngf
Zialo;dmn-msw
Zigula;bnt-seu
Zimakani;ngf
Zimba;bnt-lgb
Zinza;bnt-haj
Zirenkel;cdc-est
Ziriya;nic-jer
Zizilivakan;cdc-cbm
Zo'é;tup-gua
Zokhuo;tbq-phw
Zoogocho Zapotec;omq-zpc
Zotung Chin;tbq-kuk
Zou;tbq-kuk
Zulgo-Gemzek;cdc-cbm
Zulu;zuGhotuo;alv-yek
Zumaya;cdc-mas
Zuni;qfa-iso
Zuojiang Zhuang;tai-cen
Zyphe;tbq-kuk
