'Are'are;alu
Man Cao Lan;mlc
Man Met;mml
Manado Malay;xmm
Manam;mva
Manambu;mle
Manangba;nmm
Manangkari;znk
Manchu;mnc
Manda (Australia);zma
Manda (India);mha
Manda;mha
Mandahuaca;mht
Mandaic;mid
Mandailing Batak;btm
Mandalorian;art-man
Mandan;mhq
Mandandanyi;zmk
Mandar;mdr
Mandara;tbf
Mandari;mqu
Mandarin;cmn
Mandeali;mjl
Mander;mqr
Mandingo;man
Mandinka;mnk
Mandjak;mfv
Mandobo Atas;aax
Mandobo Bawah;bwp
Manem;jet
Mang;zng
Manga Kanuri;kby
Mangala;mem
Mangarayi;mpc
Mangarevan;mrv
Mangas;zns
Mangayat;myj
Mangbetu;mdj
Mangbutu;mdk
Mangerr;zme
Mangga Buang;mmo
Manggarai;mqy
Mango;mge
Mangole;mqc
Mangseng;mbh
Manichaean Middle Persian;xmn
Manigri-Kambolé Ede Nago;xkb
Manikion;mnx
Manipa;mqp
Manipuri;mni
Mankanya;knf
Manna-Dora;mju
Mannan;mjv
Mano;mev
Manombai;woo
Mansaka;msk
Mansi;mns
Mansoanka;msw
Manta;myg
Mantsi;nty
Manumanaw Karen;kxf
Manus Koro;kxr
Manusela;wha
Manx;gv
Manya;mzj
Manyawa;mny
Manyika;mxc
Manza;mzv
Mao Naga;nbi
Maonan;mmd
Maore Comorian;swb
Maori;mi
Mape;mlh
Mapena;mnm
Mapia;mpy
Mapidian;mpw
Mapos Buang;bzh
Mapoyo;mcg
Mapudungun;arn
Mapun;sjm
Maquiritari;mch
Marúbo;mzr
Mara Chin;mrh
Mara;mec
Marachi;lri
Maraghei;vmh
Maragus;mrs
Maram Naga;nma
Marama;lrm
Maramba;myd
Maranao;mrw
Maranunggu;zmr
Maranungku;zmr
Mararit;mgb
Marathi;mr
Marau;mvr
Marba;mpg
Marenje;vmr
Marfa;mvu
Margany;zmc
Marghi Central;mrt
Marghi South;mfm
Margi;mrt
Margu;mhg
Mari;\N
Maricopa;mrc
Maridan;zmd
Maridjabin;zmj
Marik;dad
Marimanindji;zmm
Marind;mrz
Maring Naga;nng
Maring;mbw
Maringarr;zmt
Marino;mrb
Mariri;mqi
Maritime Sign Language;nsr
Maritsauá;msp
Mariyedi;zmy
Marka;rkm
Markweeta;enb
Marma;rmz
Maroon Spirit Language;cpe-mar
Marovo;mvo
Marriammu;xru
Marrithiyel;mfr
Marrucinian;umc
Marshallese;mh
Marsian;ims
Martha's Vineyard Sign Language;mre
Marti Ke;zmg
Martu Wangka;mpj
Martuthunira;vma
Marwari;mwr
Masaaba;myx
Masaba;myx
Masadiit Itneg;tis
Masalit;mls
Masana;mcn
Masbate Sorsogon;bks
Masbatenyo;msb
Mashco Piro;cuj
Mashi;jms
Mashi;mho
Masimasi;ism
Masiwang;bnf
Maskelynes;klv
Maskoy Pidgin;mhh
Maslam;msv
Masmaje;mes
Massachusett;wam
Massalat;mdg
Massep;mvs
Matís;mpq
Matagalpa;mtn
Matal;mfh
Matbat;xmt
Matengo;mgv
Matepi;mqe
Matigsalug Manobo;mbt
Matipuhy;mzo
Matlatzinca;mat
Mato Grosso Arára;axg
Mato;met
Mator-Taygi-Karagas;ymt
Mator;mtm
Matsés;mcf
Mattole;mvb
Matukar;mjk
Matumbi;mgw
Matya Samo;stj
Maung;mph
Mauritian Creole;mfe
Mauritian Sign Language;lsy
Mauwake;mhl
Mav̋ea;mkv
Mawa;mcw
Mawak;mjj
Mawan;mcz
Mawayana;mzx
Mawchi;mke
Mawes;mgk
Maxakalí;mbl
Maxi Gbe;mxl
Maya Samo;sym
Mayaguduna;xmy
Mayangna;yan
Mayawali;yxa
Maybrat;ayz
Mayeka;myc
Mayi-Thakurti;xyt
Maykulan;mnt
Mayo;mfy
Mayogo;mdm
Mayoyao Ifugao;ifu
Mazagway;dkx
Mazaltepec Zapotec;zpy
Mazanderani;mzn
Mazatlán Mazatec;vmz
Mazatlán Mixe;mzl
Mba;mfc
Mbabaram;vmb
Mbala;mdp
Mbalanhu;lnb
Mbandja;zmz
Mbangala;mxg
Mbangi;mgn
Mbangwe;zmn
Mbariman-Gudhinma;zmv
Mbati;mdn
Mbato;gwa
Mbay;myb
Mbe';mtk
Mbe;mfo
Mbelime;mql
Mbere;mdt
Mbesa;zms
Mbo (Cameroon);mbo
Mbo (Congo);zmw
Mbo (Democratic Republic of the Congo);zmw
Mboi;moi
Mboko;mdu
Mbole;mdq
Mbonga;xmb
Mbongno;bgu
Mbosi;mdw
Mbowe;mxo
Mbre;mka
Mbu';muc
Mbudum;xmd
Mbugu;mhd
Mbugwe;mgz
Mbuko;mqb
Mbukushu;mhw
Mbula-Bwazza;mbu
Mbula;mna
Mbule;mlb
Mbulungish;mbv
Mbum;mdd
Mbunda;mck
Mbunga;mgy
Mburku;bbt
Mbuun;zmp
Mbwela;mfu
Mbyá Guaraní;gun
Me'en;mym
Meänkieli;fit
Mea;meg
Mebu;mjn
Mecayapan Nahuatl;nhx
Medebur;mjm
Medefaidrin;dmf
Media Lengua;mue
Mediak;mwx
Median;xme
Mednyj Aleut;mud
Medumba;byv
Mefele;mfj
Megam;mef
Megleno-Romanian;ruq
Mehek;nux
Mehináku;mmh
Mehri;gdq
Mekéns;skf
Mekeo;mek
Mekmek;mvk
Mekwei;msf
Mele-Fila;mxe
Melo;mfx
Melpa;med
Memoni;mby
Mendalam Kayan;xkd
Mendankwe-Nkwen;mfd
Mende;men
Mengaka;xmg
Mengen;mee
Mengisa;leo
Mengisa;mct
Menka;mea
Menominee;mez
Mentawai;mwv
Menya;mcr
Meoswar;mvx
Mer;mnu
Meramera;mxm
Merei;lmb
Merey;meq
Meriam;ulk
Merlav;mrm
Meroitic;xmr
Meru;mer
Mesaka;iyo
Mese;mci
Mesme;zim
Mesmes;mys
Mesqan;mvz
Messapic;cms
Meta';mgo
Metlatónoc Mixtec;mxv
Mewari;mtr
Mewati;wtm
Mexican Sign Language;mfs
Meyah;mej
Mezontla Popoloca;pbe
Mezquital Otomi;ote
Mfinu;zmf
Mfumte;nfu
Mgbo;gmz
Mi'kmaq;mic
Miami;mia
Mian;mpt
Miani;pla
Micha;yiq
Michif;crg
Michigamea;cmm
Michoacán Mazahua;mmc
Michoacán Nahuatl;ncl
Mid-Southern Banda;bjo
Mid Grand Valley Dani;dnt
Middle Armenian;axm
Middle Breton;xbm
Middle Chinese;ltc
Middle Chinese;zhx-mid
Middle Cornish;cnx
Middle Dutch;dum
Middle English;enm
Middle French;frm
Middle High German;gmh
Middle Hittite;htx
Middle Irish;mga
Middle Khmer;xhm
Middle Korean;okm
Middle Low German;gml
Middle Mongol;xng
Middle Mongolian;xng
Middle Newar;nwx
Middle Norwegian;gmq-mno
Middle Persian;pal
Middle Watut;mpl
Middle Welsh;wlm
Midob;mei
Migaama;mmy
Migabac;mpp
Miji;sjl
Miju-Mishmi;mxj
Miju;mxj
Mikasuki;mik
Mili;ymh
Miltu;mlj
Miluk;iml
Milyan;imy
Min Bei;mnp
Min Dong;cdo
Min Nan;nan
Min Zhong;czo
Minaean;inm
Minang;xrg
Minangkabau;min
Minanibai;mcv
Minaveha;mvn
Minderico;drc
Mindiri;mpn
Mingang Doso;mko
Mingo;iro-min
Mingrelian;xmf
Minica Huitoto;hto
Minidien;wii
Minigir;vmg
Minjungbal;xjb
Minkin;xxm
Minoan;omn
Minokok;mqq
Minriq;mnq
Mintil;mzt
Minz Zhuang;zgm
Miqie;yiq
Mirandese;mwl
Miraya Bikol;rbl
Mire;mvh
Mirgan;zrg
Miriti;mmv
Miriwung;mep
Mirpur Panjabi;pmu
Misantla Totonac;tlc
Miship;mjs
Misima-Paneati;mpx
Mising;mrg
Miskito;miq
Mitla Zapotec;zaw
Mitlatongo Mixtec;vmm
Mittu;mwu
Mituku;zmq
Miu;mpo
Miwa;vmi
Mixed Great Andamanese;gac
Mixifore;mfg
Mixtepec Mixtec;mix
Mixtepec Zapotec;zpm
Miya;mkf
Miyako;mvi
Miyobe;soy
Mizo;lus
Mlabri;mra
Mlahsö;lhs
Mlap;kja
Mlomp;mlo
Mmaala;mmu
Mmani;buy
Mmen;bfm
Mo'da;gbn
Mo;wkd
Moabite;obm
Moba;mfq
Mobilian;mod
Mobumrin Aizi;ahm
Mochi;old
Mochica;omc
Mocho;mhc
Mocoví;moc
Modang;mxd
Modole;mqo
Moere;mvq
Mofu-Gudur;mif
Mogholi;mhj
Mogum;mou
Mohawk;moh
Mohegan-Pequot;xpq
Moi (Congo);mow
Moikodi;mkp
Moingi;mwz
Mojave;mov
Moji;ymi
Mok;mqt
Moken;mwt
Mokerang;mft
Mokilese;mkj
Moklen;mkm
Mokole;mkl
Mokpwe;bri
Moksela;vms
Moksha;mdf
Molale;mbe
Molbog;pwm
Moldova Sign Language;vsi
Molengue;bxc
Molima;mox
Molise Croatian;svm
Molmo One;aun
Molo;zmo
Molof;msl
Moloko;mlw
Mom Jango;ver
Moma;myl
Momare;msz
Mombo Dogon;dmb
Mombum;mso
Momina;mmb
Momuna;mqf
Mon;mnw
Monastic Sign Language;mzg
Mondé;mnd
Mondropolon;npn
Mongo;lol
Mongol;mgt
Mongolian Sign Language;msr
Mongolian;mn
Mongondow;mog
Monguor;mjg
Moni;mnz
Monimbo;mom
Mono (California);mnr
Mono (Cameroon);mru
Mono (Congo);mnh
Mono (Democratic Republic of the Congo);mnh
Mono (United States of America);mnr
Monom;moo
Monsang Naga;nmh
Montagnais;moe
Montana Salish;fla
Montol;mtl
Monumbo;mxk
Monzombo;moj
Moo;gwg
Moore;mos
Moose Cree;crm
Mopan Maya;mop
Mor (Austronesian);mhz
Moraid;msg
Morawa;mze
More;mos
Morelos Nahuatl;nhm
Morerebi;xmo
Moresada;msx
Mori Atas;mzq
Mori Bawah;xmz
Morigi;mdb
Moro;mor
Moroccan Amazigh;zgh
Moroccan Arabic;ary
Moroccan Sign Language;xms
Morokodo;mgc
Morom;bdo
Moronene;mqn
Morori;mok
Morouas;mrp
Mortlockese;mrl
Moru;mgd
Mosimo;mqv
Mosiro;mwy
Moskona;mtj
Mota;mtt
Motlav;mlv
Motu;meu
Mouk-Aria;mwh
Mount Iraya Agta;atl
Mount Iriga Agta;agz
Mountain Koiali;kpx
Mouwase;jmw
Movima;mzp
Moyadan Itneg;ity
Moyon Naga;nmo
Mozambican Sign Language;mzy
Mozarabic;mxi
Mpade;mpi
Mpalitjanh;xpj
Mpi;mpz
Mpiemo;mcx
Mpongmpong;mgg
Mpoto;mpa
Mpotovoro;mvt
Mpuono;zmp
Mpur;akc
Mro Chin;cmr
Mru;mro
Mser;kqx
Mạ;cma
Mt. Iraya Agta;atl
Mt. Iriga Agta;agz
Muak Sa-aak;ukk
Mualang;mtd
Mubami;tsx
Mubi;mub
Muda;ymd
Mudbura;mwd
Mudburra;dmw
Mudhili Gadaba;gau
Mudu Koraga;vmd
Muduapa;wiv
Muduga;udg
Mufian;aoj
Mugom;muk
Muinane;bmr
Mukha-Dora;mmk
Mukulu;moz
Mulaha;mfw
Mulam;mlm
Mullu Kurumba;kpb
Mullukmulluk;mpb
Muluridyi;vmu
Mum;kqa
Mumuye;mzm
Muna;mnb
Munda;unx
Mundabli;boe
Mundang;mua
Mundani;mnf
Mundari;unr
Mundat;mmf
Mundolinco;art-mun
Mundurukú;myu
Mungaka;mhk
Mungbam;mij
Munggui;mth
Mungkip;mpv
Muniche;myr
Munit;mtc
Munji;mnj
Munsee;umu
Muong;mtq
Mur Pano;tkv
Muratayak;asx
Murik (New Guinea);mtf
Murkim;rmh
Murle;mur
Murrinh-Patha;mwf
Mursi;muz
Murui Huitoto;huu
Murupi;mqw
Muruwari;zmu
Musak;mmq
Musan;mmp
Musar;mmi
Musasa;smm
Musey;mse
Musgu;mug
Mushungulu;xma
Musi;mui
Muskum;mje
Musom;msu
Mussau-Emira;emi
Muthuvan;muv
Mutu;tuc
Muya;mvm
Muyang;muy
Muyuw;myw
Muzi;ymz
Mvanip;mcj
Mvuba;mxh
Mwaghavul;sur
Mwali Comorian;wlc
Mwan;moa
Mwani;wmw
Mwatebu;mwa
Mwera;mwe
Mwerlap;mrm
Mwimbi-Muthambi;mws
Mwotlap;mlv
Mycenaean Greek;gmy
Myene;mye
Mysian;yms
Mzieme Naga;nme
N'Ko;nqo
Nüpode Huitoto;hux
Nùng;nut
Nǀuu;ngh
Ná-Meo;neo
Na'vi;art-nav
Na;nbt
Naaba;nao
Naasioi;nas
Naba;mne
Nabak;naf
Nabi;mty
Nachering;ncd
Nadëb;mbj
Nadruvian;ndf
Nafaanra;nfr
Nafi;srf
Nafri;nxx
Naga Pidgin;nag
Nagarchal;nbg
Nage;nxe
Nagu;ngr
Nagumi;ngv
Nahali;nlx
Nahari;nhh
Nahavaq;sns
Nahuatl;nah
Nai;bio
Najdi Arabic;ars
Naka'ela;nae
Nakai;nkj
Nakame;nib
Nakanai;nak
Nakara;nck
Nake;nbk
Naki;mff
Nakwi;nax
Nalögo;nlz
Nalca;nlc
Nali;nss
Nalik;nal
Nalu;naj
Naluo Yi;ylo
Nama;naq
Namakura;nmk
Namat;nkm
Nambikwara;nab
Nambo;ncm
Nambya;nmq
Namia;nnm
Namiae;nvm
Namibian Sign Language;nbs
Namla;naa
Namo;mxw
Namonuito;nmt
Namosi-Naitasiri-Serua;bwb
Namuyi;nmy
Nanai;gld
Nancere;nnc
Nande;nnb
Nandi;niq
Nanerigé Sénoufo;sen
Nanga Dama Dogon;nzz
Nangikurrunggurr;nam
Nankina;nnk
Nanti;cox
Nanticoke;nnt
Nanubae;afk
Napu;npy
Nar Phu;npa
Nara;nrb
Narak;nac
Narango;nrg
Narau;nxu
Narim;loh
Naro;nhr
Narom;nrm
Narragansett;xnt
Narua;nru
Narungga;nnr
Nasal;nsy
Nasarian;nvh
Nasioi;nas
Naskapi;nsk
Nasu;ywq
Natügu;ntu
Natagaimas;nts
Natanzi;ntz
Nataoran Amis;ais
Natchez;ncz
Nateni;ntm
Nathembo;nte
Natioro;nti
Nauete;nxa
Naukanski;ynk
Nauna;ncn
Nauo;nwo
Nauruan;na
Navajo;nv
Navut;nsw
Nawaru;nwr
Nawathinehena;nwa
Nawdm;nmz
Nawuri;naw
Naxi;nxq
Nayi;noz
Nayini;nyq
Ncane;ncr
Nchumbulu;nlu
Nda'nda';nnz
Ndai;gke
Ndaka;ndk
Ndaktup;ncp
Ndali;ndh
Ndam;ndm
Ndamba;ndj
Ndambomo;nxo
Ndasa;nda
Ndau;ndc
Nde-Gbite;ned
Nde-Nsele-Nta;ndd
Ndemli;nml
Ndendeule;dne
Ndengereko;ndg
Nding;eli
Ndjébbana;djj
Ndo;ndp
Ndobo;ndw
Ndoe;nbb
Ndogo;ndz
Ndolo;ndl
Ndom;nqm
Ndombe;ndq
Ndonde Hamba;njd
Ndonga;ng
Ndoola;ndr
Nduga;ndx
Ndumu;nmd
Ndunda;nuh
Ndunga;ndt
Ndut;ndv
Ndyuka-Trio Pidgin;njt
Ndzwani Comorian;wni
Neapolitan;nap
Nedebang;nec
Nefamese;nef
Nefusa;jbn
Negerhollands;dcr
Negeri Sembilan Malay;zmi
Negidal;neg
Nehan;nsn
Nek;nif
Nekgini;nkg
Neko;nej
Neku;nek
Neme;nex
Nemi;nem
Nen;nqn
Nend;anh
Nenets;yrk
Nengone;nen
Neo-Hittite;nei
Neo;neu
Nepalese Sign Language;nsp
Nepali Kurux;kxl
Nepali;ne
Nete;net
Neve'ei;vnm
Neverver;lgk
New Caledonian Javanese;jas
New Zealand Sign Language;nzs
Newar;new
Newari;new
Neyo;ney
Nez Perce;nez
Ngäbere;gym
Nga La;hlt
Ngaanyatjarra;ntj
Ngad'a;nxg
Ngadha;nxg
Ngadjunmaya;nju
Ngadjuri;jui
Ngaing;nnf
Ngaju;nij
Ngala;nud
Ngalakan;nig
Ngalkbun;ngk
Ngalum;szb
Ngam;nmc
Ngamambo;nbv
Ngambay;sba
Ngamini;nmv
Ngamo;nbh
Ngan'gityemerri;nam
Nganakarti;xnk
Nganasan;nio
Ngandi;nid
Ngandyera;nne
Ngangam;gng
Ngantangarra;ntg
Nganyaywana;nyx
Ngardi;rxd
Ngarigu;xni
Ngarinman;nbj
Ngarinyin;ung
Ngarla;nlr
Ngarla;nrk
Ngarluma;nrl
Ngarrindjeri;nay
Ngas;anc
Ngasa;nsg
Ngatik Men's Creole;ngm
Ngawn Chin;cnw
Ngawun;nxn
Ngazidja Comorian;zdj
Ngbaka Ma'bo;nbm
Ngbaka Manza;ngg
Ngbaka;nga
Ngbee;jgb
Ngbinda;nbd
Ngbundu;nuu
Ngelima;agh
Ngemba;nge
Ngen of Djonkro;gnj
Ngendelengo;nql
Ngeq;ngt
Ngete;nnn
Nggem;nbq
Nggwahyi;ngx
Ngie;ngj
Ngiemboon;nnh
Ngile;jle
Ngindo;nnq
Ngiti;niy
Ngiyambaa;wyb
Ngizim;ngi
Ngkâlmpw Kanum;kcd
Ngom;nra
Ngomba;jgo
Ngombale;nla
Ngombe (Central African Republic);nmj
Ngombe (Democratic Republic of the Congo);ngc
Ngong;nnx
Ngongo;noq
Ngoni;ngo
Ngoreme;ngq
Ngoshie;nsh
Nguôn;nuo
Ngul;nlo
Ngulu;ngp
Nguluwan;nuw
Ngumbi;nui
Ngunawal;xul
Ngundi;ndn
Ngundu;nue
Ngungwel;ngz
Ngura;nbx
Ngurmbur;nrx
Ngwaba;ngw
Ngwe;nwe
Ngwo;ngn
Nhanda;nha
Nheengatu;yrl
Nhengatu;yrl
Nhirrpi;hrp
Nhuwala;nhf
Nias;nia
Nicaragua Creole English;bzk
Nicaraguan Creole;bzk
Nicaraguan Sign Language;ncs
Niellim;nie
Nigeria Mambila;mzk
Nigerian Fulfulde;fuv
Nigerian Pidgin;pcm
Nigerian Sign Language;nsi
Nihali;nll
Nii;nii
Nijadali;nad
Niksek;gbe
Nila;nil
Nilamba;nim
Nimadi;noe
Nimanbur;nmp
Nimbari;nmr
Nimboran;nir
Nimi;nis
Nimo;niw
Nimoa;nmw
Ninam;shb
Nindi;nxi
Ningera;nby
Ninggerum;nxr
Ningil;niz
Ningye;nns
Ninia Yali;nlk
Ninzo;nin
Nipsan;nps
Nisa;njs
Nisenan;nsz
Nisga'a;ncg
Nisi;yso
Niuafo'ou;num
Niuatoputapu;nkp
Niuean;niu
Nivaclé;cag
Nivkh;niv
Niwer Mil;hrc
Njalgulgule;njl
Njebi;nzb
Njen;njj
Njerep;njr
Njyem;njy
Nkami;nkq
Nkangala;nkn
Nkari;nkz
Nkem-Nkum;isi
Nkhumbi;khu
Nkongho;nkc
Nkonya;nko
Nkoroo;nkx
Nkoya;nka
Nkukoli;nbo
Nkutu;nkw
Nnam;nbp
Nobiin;fia
Nobonob;gaw
Nocamán;nom
Nocte Naga;njb
Nogai;nog
Noiri;noi
Nokuku;nkk
Nomaande;lem
Nomane;nof
Nomatsiguenga;not
Nomlaki;nol
Nomu;noh
Nong Zhuang;zhn
Nonuya;noj
Nooksack;nok
Noon;snf
Noone;nhu
Nootka;noo
Nootka;nuk
Nopala Chatino;cya
Noric;nrc
Norman;nrf
Norman;roa-nor
Norn;nrn
Norra;nrr
North Alaskan Inupiatun;esi
North Ambrym;mmg
North Asmat;nks
North Awyu;yir
North Azerbaijani;azj
North Babar;bcd
North Boma;boh
North Central Mixe;neq
North Efate;llp
North Fali;fll
North Frisian;frr
North Giziga;gis
North Levantine Arabic;apc
North Marquesan;mrq
North Mesopotamian Arabic;ayp
North Mofu;mfk
North Moluccan Malay;max
North Muyu;kti
North Nuaulu;nni
North Picene;nrp
North Slavey;scs
North Tairora;tbg
North Tanna;tnn
North Wahgi;whg
North Watut;una
North Wemale;weo
Northeast Kiwai;kiw
Northeast Maidu;nmu
Northeast Malakula;upv
Northeast Pashayi;aee
Northeastern Dinka;dip
Northeastern Pomo;pef
Northern Alta;aqn
Northern Altai;atv
Northern Amami-Oshima;ryn
Northern Amami Ōshima;ryn
Northern Bai;bfc
Northern Bontoc;rbk
Northern Bontok;rbk
Northern Catanduanes Bicolano;cts
Northern Dagara;dgi
Northern East Cree;crl
Northern Emberá;emp
Northern Ghale;ghh
Northern Gondi;gno
Northern Grebo;gbo
Northern Guiyang Hmong;huj
Northern Haida;hdn
Northern Hindko;hno
Northern Huishui Hmong;hmi
Northern Kalapuya;nrt
Northern Kam;doc
Northern Kankanay;xnn
Northern Khmer;kxm
Northern Kissi;kqs
Northern Kurdish;kmr
Northern Lorung;lbr
Northern Luri;lrc
Northern Mashan Hmong;hmp
Northern Min;mnp
Northern Muji;ymx
Northern Ndebele;nd
Northern Ngbandi;ngb
Northern Nisu;yiv
Northern Nuni;nuv
Northern Oaxaca Nahuatl;nhy
Northern Ohlone;cst
Northern One;onr
Northern Paiute;pao
Northern Pame;pmq
Northern Pinghua;cnp
Northern Pomo;pej
Northern Puebla Nahuatl;ncj
Northern Pumi;pmi
Northern Pwo;pww
Northern Qiandong Miao;hea
Northern Qiang;cng
Northern Rengma Naga;nnl
Northern Roglai;rog
Northern Saharan Berber;mzb
Northern Sami;se
Northern Sierra Miwok;nsq
Northern Sotho;nso
Northern Subanen;stb
Northern Tarahumara;thh
Northern Tepehuan;ntp
Northern Thai;nod
Northern Tlaxiaco Mixtec;xtn
Northern Toussian;tsp
Northern Tujia;tji
Northern Tutchone;ttm
Northern Uzbek;uzn
Northern Yukaghir;ykg
Northwest Alaska Inupiatun;esk
Northwest Gbaya;gya
Northwest Maidu;mjd
Northwest Oaxaca Mixtec;mxa
Northwest Pashayi;glh
Northwestern Dinka;diw
Northwestern Fars;faz
Northwestern Kolami;kfb
Northwestern Ojibwa;ojb
Northwestern Tamang;tmk
Norwegian Bokmål;nb
Norwegian Nynorsk;nn
Norwegian Sign Language;nsl
Norwegian;no
Notre;bly
Notsi;ncf
Nottoway-Meherrin;nwy
Nottoway;ntw
Novial;nov
Noxilo;art-nox
Noy;noy
Nsari;asj
Nsenga;nse
Nshi;nsc
Nsong;soo
Nsongo;nsx
Ntcham;bud
Ntomba;nto
Ntra'ngith;dgt
Nubaca;baf
Nubi;kcn
Nubri;kte
Nuer;nus
Nuguria;nur
Nuk;noc
Nukak Makú;mbr
Nukna;klt
Nukuini;nuc
Nukumanu;nuq
Nukunu;nnv
Nukunul;xnu
Nukuoro;nkr
Nukuria;nur
Numèè;kdk
Numana-Nunku-Gbantu-Numbu;nbr
Numana;nbr
Numanggang;nop
Numbami;sij
Nume;tgs
Numee;kdk
Numidian;nxm
Nungali;nug
Nunggubuyu;nuy
Nungu;rin
Nupbikha;npb
Nupe-Nupe-Tako;nup
Nupe;nup
Nusa Laut;nul
Nusu;nuf
Nuu-chah-nulth;nuk
Nyâlayu;yly
Nyabwa;nwb
Nyah Kur;cbn
Nyaheun;nev
Nyahkur;cbn
Nyakyusa;nyy
Nyali;nlj
Nyam;nmi
Nyamal;nly
Nyambo;now
Nyamusa-Molo;nwm
Nyamwanga;mwn
Nyamwezi;nym
Nyaneka;nyk
Nyang'i;nyp
Nyanga-li;nyc
Nyanga (Congo);nyj
Nyanga (Togo);ayg
Nyanga;nyj
Nyangatom;nnj
Nyangbo;nyb
Nyangga;nny
Nyangumarta;nna
Nyankole;nyn
Nyanza;mjh
Nyarafolo Senoufo;sev
Nyasa;mgs
Nyaturu;rim
Nyaw;nyw
Nyawaygi;nyt
Nyelâyu;yly
Nyemba;nba
Nyengo;nye
Nyenkha;neh
Nyeu;nyl
Nyigina;nyh
Nyiha;nih
Nyika;nkt
Nyimang;nyi
Nyindrou;lid
Nyindu;nyg
Nyishi;njz
Nyiyaparli;xny
Nyokon;nvo
Nyole (Kenya);nyd
Nyole (Uganda);nuj
Nyole;nuj
Nyong;muo
Nyore;nyd
Nyoro;nyo
Nyulnyul;nyv
Nyunga;nys
Nyungwe;nyu
Nzadi;nzd
Nzakambay;nzy
Nzakara;nzk
Nzanyi;nja
Nzima;nzi
O'chi'chi';xoc
O'du;tyh
O'odham;ood
Obanliku;bzy
Obispeño;obi
Oblo;obl
Obo Manobo;obo
Obokuitai;afz
Obolo;ann
Obulom;obu
Ocaina;oca
Occitan;oc
Ocotepec Mixtec;mie
Ocotlán Zapotec;zac
Od;odk
Odiai;bhf
Odoodee;kkc
Odual;odu
Odut;oda
Ofayé;opy
Ofo;ofo
Ogbah;ogc
Ogbia;ogb
Ogbogolo;ogg
Ogbronuagum;ogu
Ogea;eri
Oirata;oia
Ojibwe;oj
Ojitlán Chinantec;chj
Okanagan;oka
Oki-No-Erabu;okn
Okiek;oki
Okinawan;ryu
Okinoerabu;okn
Oko-Eni-Osayen;oks
Oko-Juwoi;okj
Okobo;okb
Okodia;okd
Okolod;kqv
Okpamheri;opa
Okpe (Northwestern Edo);okx
Okpe (Southwestern Edo);oke
Okpela;atg
Oksapmin;opm
Oku;oku
Old Armenian;xcl
Old Avar;oav
Old Breton;obt
Old Burmese;obr
Old Chinese;och
Old Church Slavonic;cu
Old Cornish;oco
Old Danish;gmq-oda
Old Dutch;odt
Old East Slavic;orv
Old English;ang
Old French;fro
Old Frisian;ofs
Old Georgian;oge
Old High German;goh
Old Hittite;oht
Old Hungarian;ohu
Old Irish;sga
Old Italian;roa-oit
Old Japanese;ojp
Old Javanese;kaw
Old Kentish Sign Language;okl
Old Khmer;okz
Old Korean;oko
Old Lithuanian;bat-olt
Old Lithuanian;olt
Old Manipuri;omp
Old Marathi;omr
Old Mon;omx
Old Norse;non
Old Nubian;onw
Old Occitan;pro
Old Ossetic;oos
Old Persian;peo
Old Polish;zlw-opl
Old Portuguese;roa-ptg
Old Provençal;pro
Old Prussian;prg
Old Saxon;osx
Old South Arabian;sem-srb
Old Spanish;osp
Old Sundanese;osn
Old Swedish;gmq-osw
Old Tamil;oty
Old Tibetan;otb
Old Tupi;tpw
Old Turkic;otk
Old Uighur;oui
Old Uyghur;oui
Old Welsh;owl
Olekha;ole
Olkol;olk
Ollari;gdb
Olo;ong
Oloma;olm
Olrat;olr
Olu'bo;lul
Olukumi;ulb
Olulumo-Ikom;iko
Oluta Popoluca;plo
Olutsotso;lto
Oluwanga;lwg
Omagua;omg
Omaha-Ponca;oma
Omani Arabic;acx
Omati;mgx
Omba;omb
Ombamba;mbm
Ombo;oml
Omejes;ome
Ometepec Nahuatl;nht
Omi;omi
Omok;omk
Omotik;omt
Omurano;omu
Oneida;one
Ong;oog
Ongota;bxe
Onin Based Pidgin;onx
Onin;oni
Onjob;onj
Ono;ons
Onobasulu;onn
Onondaga;ono
Ontenu;ont
Ontong Java;ojv
Oorlams;oor
Opao;opo
Opata;opt
Opuuo;lgn
Orang Kanaq;orn
Orang Seletar;ors
Oraon Sadri;sdr
Orejón;ore
Oring;org
Oriya;or
Orizaba Nahuatl;nlv
Orma;orc
Ormu;orz
Ormuri;oru
Oro Win;orw
Oro;orx
Oroch;oac
Oroha;ora
Orok;oaa
Orokaiva;okv
Oroko;bdu
Orokolo;oro
Oromo;om
Oroqen;orh
Orowe;bpk
Oruma;orr
Orya;ury
Osage;osa
Osamayi;syx
Osatu;ost
Oscan;osc
Osing;osi
Ososo;oso
Ossetian;os
Ot Danum;otd
Otank;uta
Oti;oti
Otoro;otr
Ottawa;otw
Ottoman Turkish;ota
Otuke;otu
Ouma;oum
Oune;oue
Owa;stn
Owenia;wsr
Owiniga;owi
Oy;oyb
Oya'oya;oyy
Oyda;oyd
Ozolotepec Zapotec;zao
Ozumacín Chinantec;chz
Pémono;pev
Pévé;lme
Pökoot;pko
Pááfang;pfa
Páez;pbb
Päri;lkr
Pa'a;pqa
Pa'o Karen;blk
Pa-Hng;pha
Pa Di;pdi
Pa;ppt
Paama;pma
Paamese;pma
Paasaal;sig
Pacahuara;pcp
Pacoh;pac
Padoe;pdo
Paelignian;pgn
Pagi;pgi
